353.76624	-8.536586E-5
358.36942	2.5609756E-4
362.9726	8.536586E-5
366.73883	2.9878048E-4
371.76047	6.8292685E-4
376.7821	4.268293E-5
381.80374	1.7073171E-4
385.98846	7.682927E-4
390.17316	0.0013658537
395.61328	0.0039268294
399.79797	0.0066585364
404.40115	0.009347561
409.00433	0.011182927
414.44446	0.012804878
418.62915	0.013743903
423.23233	0.013701219
427.41702	0.013103658
432.43866	0.01254878
437.04184	0.011908537
441.22656	0.0114390245
446.2482	0.010841464
451.26984	0.009731707
455.87302	0.008664634
459.22076	0.007682927
464.6609	0.007682927
468.8456	0.0059329267
473.44876	0.005164634
478.8889	0.0044817072
483.07358	0.0037134145
487.67676	0.0037987805
491.86148	0.0029451218
496.88312	0.002304878
501.0678	0.0025609755
505.671		0.0026890244
510.69263	0.0024329268
516.13275	0.0019207317
519.899		0.0016646341
524.50214	0.0011097561
529.10535	9.817074E-4
534.127		8.9634146E-4
537.8932	5.121951E-4
541.6594	7.256098E-4
546.6811	0.0011951219
551.2843	6.8292685E-4
556.72437	6.402439E-4
561.74603	5.121951E-4
565.9307	4.695122E-4
570.1154	2.9878048E-4
575.1371	5.121951E-4
579.74023	0.0
583.5065	4.2682927E-4
588.52814	4.268293E-5
592.7128	8.536586E-5
597.31604	2.9878048E-4
602.7561	4.268293E-5
606.52234	-8.536586E-5
611.96246	8.536586E-5
616.5657	4.268293E-5
620.75037	2.9878048E-4
625.77203	-4.268293E-5
629.11975	1.7073171E-4
634.1414	4.268293E-5
637.90765	4.268293E-5
